Batch_ID,Production_Date,Balls_Produced,Shift,Operator_ID
B093567,2022-10-06,1995,Night,1027
B093568,2023-01-28,3482,Morning,1028
B093569,2023-08-08,2635,Afternoon,1008
B093570,2023-12-10,944,Night,1079
B093571,2022-03-05,3136,Afternoon,1099
B093572,2023-03-23,2897,Afternoon,1085
B093573,2024-03-31,2563,Afternoon,1037
B093574,2023-11-19,1186,Afternoon,1009
B093575,2024-10-01,4735,Morning,1039
B093576,2022-03-07,854,Night,1004
B093577,2023-05-26,3562,Night,1013
B093578,2023-05-02,1088,Afternoon,1018
B093579,2024-07-18,4993,Afternoon,1042
B093580,2022-08-06,1399,Morning,1060
B093581,2023-01-26,4515,Afternoon,1057
B093582,2023-03-05,3119,Morning,1046
B093583,2024-06-13,4698,Night,1062
B093584,2023-12-27,2775,Afternoon,1020
B093585,2023-07-11,1783,Afternoon,1065
B093586,2022-05-07,4584,Morning,1085
B093587,2023-08-10,1321,Morning,1061
B093588,2024-05-21,3339,Night,1089
B093589,2022-11-07,994,Afternoon,1097
B093590,2022-03-10,853,Night,1064
B093591,2024-04-09,3458,Night,1070
B093592,2022-06-02,3027,Night,1003
B093593,2023-12-10,1133,Morning,1083
B093594,2023-10-12,2388,Morning,1009
B093595,2024-01-14,1469,Afternoon,1064
B093596,2023-04-16,683,Afternoon,1014
B093597,2023-06-17,3926,Morning,1088
B093598,2023-01-30,1376,Afternoon,1007
B093599,2023-09-04,3405,Night,1036
B093600,2022-02-12,795,Afternoon,1041
B093601,2023-04-24,3015,Afternoon,1068
B093602,2024-09-08,3608,Afternoon,1058
B093603,2022-03-17,2935,Afternoon,1034
B093604,2023-05-28,1821,Morning,1018
B093605,2023-08-04,3239,Afternoon,1070
B093606,2023-04-24,1223,Night,1075
B093607,2023-08-09,2866,Night,1012
B093608,2024-06-30,4402,Night,1082
B093609,2022-06-04,1437,Night,1016
B093610,2022-07-13,4443,Morning,1068
B093611,2024-09-30,625,Night,1051
B093612,2024-06-12,3035,Morning,1069
B093613,2022-11-09,2242,Night,1061
B093614,2023-07-30,3567,Night,1036
B093615,2022-05-26,1323,Night,1009
B093616,2023-01-08,1856,Afternoon,1015
B093617,2024-11-23,592,Afternoon,1079
B093618,2024-05-26,2604,Night,1096
B093619,2023-03-01,2222,Morning,1011
B093620,2024-10-06,3382,Morning,1027
B093621,2023-04-17,4185,Night,1085
B093622,2024-10-13,2725,Night,1054
B093623,2024-05-17,4007,Night,1079
B093624,2024-04-10,2635,Night,1020
B093625,2024-03-16,4861,Night,1005
B093626,2024-06-01,1570,Morning,1034
B093627,2023-07-03,4244,Morning,1011
B093628,2023-05-30,838,Morning,1012
B093629,2022-02-01,3342,Night,1011
B093630,2023-10-19,2392,Afternoon,1023
B093631,2024-10-01,4407,Night,1090
B093632,2024-08-03,524,Night,1007
B093633,2023-03-29,4879,Afternoon,1077
B093634,2024-03-09,4558,Morning,1088
B093635,2022-10-17,3590,Night,1062
B093636,2022-12-29,2447,Afternoon,1004
B093637,2023-04-07,1935,Morning,1092
B093638,2023-03-02,4217,Afternoon,1007
B093639,2023-05-28,1962,Night,1020
B093640,2023-11-26,4570,Morning,1026
B093641,2022-10-05,4433,Night,1005
B093642,2024-10-04,2205,Afternoon,1056
B093643,2023-06-10,1234,Morning,1011
B093644,2022-03-27,3867,Morning,1090
B093645,2023-04-19,2338,Morning,1064
B093646,2024-07-14,4138,Afternoon,1002
B093647,2022-08-07,3569,Morning,1066
B093648,2023-07-18,2575,Morning,1021
B093649,2024-07-31,1272,Afternoon,1008
B093650,2023-07-09,4901,Afternoon,1018
B093651,2024-09-21,3443,Afternoon,1037
B093652,2024-04-10,2543,Night,1027
B093653,2022-06-11,4894,Night,1058
B093654,2023-02-12,3606,Afternoon,1091
B093655,2023-10-03,614,Afternoon,1010
B093656,2024-08-27,4254,Night,1004
B093657,2023-01-20,4511,Morning,1019
B093658,2022-07-03,3169,Morning,1049
B093659,2023-06-14,3626,Afternoon,1026
B093660,2022-02-28,4835,Afternoon,1054
B093661,2023-09-30,2517,Afternoon,1094
B093662,2022-02-04,2864,Afternoon,1048
B093663,2022-04-03,603,Afternoon,1058
B093664,2023-08-06,2070,Morning,1059
B093665,2023-05-24,2221,Night,1081
B093666,2023-12-30,3104,Afternoon,1069
B093667,2023-10-22,2344,Night,1022
B093668,2024-03-28,1720,Morning,1025
B093669,2023-10-01,3065,Night,1077
B093670,2023-03-27,3111,Morning,1085
B093671,2023-06-13,1997,Night,1062
B093672,2024-02-22,876,Morning,1067
B093673,2023-05-04,2838,Morning,1096
B093674,2024-11-03,1553,Afternoon,1061
B093675,2022-01-30,3972,Morning,1094
B093676,2022-05-08,1551,Night,1084
B093677,2024-02-20,574,Morning,1076
B093678,2023-07-19,3591,Night,1061
B093679,2023-01-02,3195,Afternoon,1073
B093680,2023-09-11,4081,Afternoon,1047
B093681,2024-03-26,2071,Night,1099
B093682,2022-08-21,4775,Night,1026
B093683,2024-08-24,3023,Afternoon,1003
B093684,2024-01-01,4040,Afternoon,1024
B093685,2022-04-16,2090,Afternoon,1062
B093686,2023-02-04,3127,Night,1000
B093687,2022-04-11,2574,Night,1025
B093688,2023-04-21,4893,Night,1008
B093689,2023-08-06,2497,Morning,1047
B093690,2024-12-03,3240,Afternoon,1067
B093691,2023-10-12,2068,Morning,1066
B093692,2022-03-26,2248,Morning,1087
B093693,2023-10-18,3270,Afternoon,1046
B093694,2024-04-03,1131,Morning,1017
B093695,2023-07-21,3155,Morning,1068
B093696,2023-12-18,1919,Night,1051
B093697,2023-09-04,3333,Night,1025
B093698,2024-04-21,1017,Afternoon,1087
B093699,2024-05-15,3698,Night,1098
B093700,2023-07-05,2202,Morning,1067
B093701,2024-06-18,4079,Night,1059
B093702,2024-05-14,1027,Afternoon,1060
B093703,2023-12-14,1275,Night,1035
B093704,2022-10-04,4120,Morning,1034
B093705,2023-11-30,3669,Afternoon,1031
B093706,2023-08-15,2211,Afternoon,1045
B093707,2024-06-27,2425,Night,1007
B093708,2024-08-15,1422,Night,1022
B093709,2023-08-10,978,Morning,1061
B093710,2023-09-03,3551,Night,1083
B093711,2022-10-31,4837,Afternoon,1051
B093712,2023-10-24,2178,Afternoon,1085
B093713,2024-12-18,4038,Afternoon,1045
B093714,2023-07-12,3512,Afternoon,1028
B093715,2022-06-25,3150,Morning,1029
B093716,2023-05-28,4340,Afternoon,1095
B093717,2022-05-30,2846,Night,1034
B093718,2024-11-26,1357,Night,1031
B093719,2024-08-01,3415,Afternoon,1033
B093720,2024-06-10,3228,Afternoon,1040
B093721,2024-04-02,2151,Morning,1067
B093722,2024-03-23,801,Night,1006
B093723,2024-07-03,2044,Night,1002
B093724,2023-05-04,2745,Afternoon,1025
B093725,2024-07-29,2399,Afternoon,1062
B093726,2023-12-10,1284,Night,1026
B093727,2022-10-02,1344,Morning,1009
B093728,2024-07-12,1563,Afternoon,1037
B093729,2022-01-19,4643,Night,1062
B093730,2024-02-26,4134,Night,1091
B093731,2023-02-28,2988,Morning,1054
B093732,2022-04-11,1302,Night,1070
B093733,2023-09-26,4006,Night,1067
B093734,2023-11-05,3158,Afternoon,1002
B093735,2024-01-07,2386,Night,1040
B093736,2024-06-15,2996,Night,1067
B093737,2023-07-26,3613,Morning,1023
B093738,2023-11-08,3001,Morning,1029
B093739,2024-10-10,4357,Morning,1046
B093740,2022-05-05,4569,Night,1080
B093741,2024-05-04,3175,Morning,1038
B093742,2022-10-31,3644,Morning,1069
B093743,2023-09-18,2645,Night,1098
B093744,2023-10-31,3646,Afternoon,1002
B093745,2024-08-11,3201,Afternoon,1009
B093746,2022-08-27,4273,Afternoon,1051
B093747,2023-02-01,4444,Night,1011
B093748,2023-08-23,2004,Night,1087
B093749,2023-08-25,4608,Morning,1037
B093750,2024-08-03,2705,Night,1018
B093751,2022-05-16,2167,Morning,1035
B093752,2023-05-26,1621,Night,1046
B093753,2022-06-07,3830,Night,1000
B093754,2022-04-15,3401,Afternoon,1093
B093755,2022-10-03,3893,Night,1069
B093756,2022-01-25,2570,Morning,1030
B093757,2024-06-21,2259,Morning,1041
B093758,2023-01-09,3263,Afternoon,1010
B093759,2022-04-08,3413,Night,1088
B093760,2022-10-16,1764,Night,1027
B093761,2024-02-12,4057,Morning,1099
B093762,2024-12-30,3825,Night,1073
B093763,2022-04-17,693,Night,1046
B093764,2023-06-24,1114,Afternoon,1097
B093765,2023-11-03,1267,Night,1009
B093766,2022-02-06,1077,Afternoon,1056
B093767,2022-09-16,4515,Morning,1055
B093768,2022-02-07,3448,Morning,1093
B093769,2024-08-03,1699,Morning,1009
B093770,2022-08-11,2762,Night,1083
B093771,2023-02-05,3940,Afternoon,1021
B093772,2024-03-04,804,Morning,1086
B093773,2023-02-07,1343,Night,1006
B093774,2023-06-10,4509,Afternoon,1027
B093775,2022-11-03,3153,Night,1020
B093776,2022-12-21,4921,Morning,1052
B093777,2024-11-12,2122,Morning,1026
B093778,2024-07-01,1784,Morning,1086
B093779,2024-02-18,4010,Night,1050
B093780,2024-05-01,3458,Afternoon,1043
B093781,2022-10-29,1426,Night,1070
B093782,2022-06-02,521,Night,1012
B093783,2023-04-03,1795,Afternoon,1008
B093784,2024-11-21,4371,Afternoon,1038
B093785,2024-07-20,1946,Morning,1064
B093786,2024-02-24,1398,Morning,1038
B093787,2022-03-10,4655,Afternoon,1035
B093788,2022-01-08,3829,Afternoon,1071
B093789,2023-11-22,3720,Night,1068
B093790,2024-07-11,2266,Morning,1027
B093791,2022-02-07,4544,Morning,1081
B093792,2024-10-24,3747,Afternoon,1071
B093793,2024-09-27,4027,Night,1049
B093794,2022-01-26,860,Afternoon,1027
B093795,2023-04-10,2885,Morning,1081
B093796,2022-12-06,4144,Night,1091
B093797,2024-12-31,4000,Night,1044
B093798,2023-08-06,4321,Night,1076
B093799,2022-12-14,2020,Afternoon,1058
B093800,2024-10-26,2572,Afternoon,1048
B093801,2024-11-18,797,Afternoon,1097
B093802,2022-05-19,2401,Morning,1097
B093803,2022-07-22,4834,Morning,1099
B093804,2022-01-19,3094,Morning,1088
B093805,2024-05-10,2723,Afternoon,1064
B093806,2023-10-04,1141,Morning,1038
B093807,2024-03-24,817,Night,1020
B093808,2024-02-19,3982,Morning,1045
B093809,2022-08-20,2350,Morning,1021
B093810,2022-10-21,3373,Morning,1010
B093811,2024-03-22,837,Morning,1038
B093812,2023-11-01,1024,Afternoon,1075
B093813,2023-08-17,2385,Night,1027
B093814,2022-06-27,4864,Night,1090
B093815,2023-09-24,3895,Morning,1074
B093816,2024-04-09,4730,Afternoon,1056
B093817,2022-02-04,4671,Afternoon,1080
B093818,2022-04-09,1787,Morning,1057
B093819,2024-11-24,2540,Afternoon,1070
B093820,2024-09-24,3903,Afternoon,1014
B093821,2023-01-19,4803,Morning,1031
B093822,2023-02-12,1036,Morning,1040
B093823,2023-03-22,762,Night,1046
B093824,2022-02-10,2771,Afternoon,1078
B093825,2022-12-17,3119,Afternoon,1043
B093826,2024-07-14,3180,Afternoon,1094
B093827,2024-07-08,675,Night,1012
B093828,2024-06-22,3585,Afternoon,1098
B093829,2022-11-15,653,Night,1025
B093830,2024-03-19,3946,Afternoon,1079
B093831,2023-04-09,3319,Night,1074
B093832,2024-01-12,3862,Morning,1051
B093833,2024-09-07,1510,Afternoon,1011
B093834,2022-06-02,4999,Afternoon,1014
B093835,2022-01-26,3023,Morning,1030
B093836,2022-10-29,1278,Night,1034
B093837,2024-09-17,859,Morning,1016
B093838,2024-09-08,4236,Night,1078
B093839,2024-12-15,2336,Morning,1030
B093840,2024-11-25,875,Night,1008
B093841,2023-06-10,857,Morning,1056
B093842,2024-07-22,1103,Afternoon,1035
B093843,2022-11-22,1510,Morning,1049
B093844,2023-08-25,2552,Afternoon,1085
B093845,2023-10-26,4704,Night,1076
B093846,2022-09-05,3873,Night,1065
B093847,2023-08-04,4547,Afternoon,1022
B093848,2022-07-18,2960,Night,1026
B093849,2024-02-19,3624,Morning,1055
B093850,2023-03-29,3554,Morning,1041
B093851,2024-01-27,3462,Night,1034
B093852,2024-02-27,2443,Night,1007
B093853,2023-11-27,2375,Night,1011
B093854,2024-04-15,527,Morning,1083
B093855,2023-05-15,2434,Afternoon,1024
B093856,2023-06-05,2472,Afternoon,1021
B093857,2023-05-10,2281,Night,1050
B093858,2024-08-12,894,Night,1098
B093859,2024-08-07,4684,Night,1028
B093860,2022-02-18,1992,Afternoon,1099
B093861,2022-02-16,4637,Night,1065
B093862,2024-11-07,4011,Morning,1002
B093863,2023-07-10,2769,Morning,1066
B093864,2023-05-23,4227,Night,1020
B093865,2024-08-11,1632,Night,1074
B093866,2023-06-26,2383,Night,1097
B093867,2023-11-26,1191,Afternoon,1077
B093868,2024-02-12,3862,Night,1040
B093869,2024-12-30,3122,Morning,1089
B093870,2022-08-17,898,Afternoon,1066
B093871,2023-04-12,4209,Afternoon,1065
B093872,2022-08-30,1789,Night,1057
B093873,2022-11-22,3730,Morning,1038
B093874,2024-08-09,2570,Afternoon,1063
B093875,2024-03-15,1747,Afternoon,1008
B093876,2023-09-29,2628,Night,1087
B093877,2022-04-17,2421,Night,1089
B093878,2023-06-26,751,Night,1033
B093879,2022-06-17,2658,Night,1042
B093880,2023-01-25,3057,Afternoon,1024
B093881,2023-08-08,1474,Morning,1071
B093882,2022-09-27,1011,Night,1010
B093883,2024-01-18,3247,Morning,1030
B093884,2022-08-29,1244,Morning,1051
B093885,2023-07-03,2305,Afternoon,1076
B093886,2023-02-12,2950,Night,1005
B093887,2024-08-06,2095,Morning,1014
B093888,2023-04-03,1373,Afternoon,1091
B093889,2023-04-21,761,Night,1048
B093890,2024-04-10,4285,Night,1005
B093891,2023-05-18,2694,Morning,1057
B093892,2023-08-13,2349,Morning,1048
B093893,2022-03-03,720,Afternoon,1097
B093894,2024-06-04,1688,Afternoon,1084
B093895,2024-07-07,1888,Night,1031
B093896,2023-03-10,2957,Afternoon,1072
B093897,2023-07-09,4356,Morning,1091
B093898,2022-04-13,1546,Morning,1043
B093899,2024-07-11,3451,Night,1039
B093900,2023-04-24,2894,Morning,1064
B093901,2023-10-09,3179,Morning,1019
B093902,2022-06-28,2647,Night,1080
B093903,2023-08-07,2105,Morning,1099
B093904,2022-12-23,4621,Afternoon,1055
B093905,2024-07-17,4720,Night,1054
B093906,2024-06-02,4356,Night,1048
B093907,2022-01-27,1810,Night,1094
B093908,2024-08-26,3148,Night,1049
B093909,2022-05-17,2460,Afternoon,1011
B093910,2023-09-01,4398,Night,1022
B093911,2024-01-13,4915,Night,1016
B093912,2022-06-29,4863,Morning,1075
B093913,2023-10-07,874,Night,1053
B093914,2022-08-29,4475,Afternoon,1013
B093915,2024-06-02,1111,Afternoon,1054
B093916,2023-08-28,2204,Morning,1059
B093917,2023-06-29,1517,Afternoon,1060
B093918,2022-12-03,4484,Night,1005
B093919,2022-10-24,3905,Afternoon,1059
B093920,2023-11-13,1628,Night,1060
B093921,2024-04-18,4121,Morning,1039
B093922,2022-10-22,1087,Morning,1009
B093923,2022-07-09,719,Night,1035
B093924,2022-02-10,2477,Morning,1030
B093925,2022-04-07,1507,Morning,1043
B093926,2022-05-18,767,Afternoon,1033
B093927,2022-09-03,3292,Morning,1074
B093928,2024-06-12,2778,Afternoon,1028
B093929,2024-10-28,3001,Morning,1096
B093930,2023-12-19,680,Afternoon,1003
B093931,2022-09-13,2175,Afternoon,1020
B093932,2023-02-13,849,Night,1053
B093933,2022-05-13,1960,Morning,1037
B093934,2022-09-10,1431,Night,1079
B093935,2023-08-04,1827,Afternoon,1088
B093936,2022-07-20,876,Morning,1080
B093937,2022-09-29,4054,Afternoon,1069
B093938,2023-09-27,2933,Afternoon,1006
B093939,2022-07-20,503,Afternoon,1079
B093940,2023-09-16,552,Afternoon,1007
B093941,2024-06-20,4041,Afternoon,1069
B093942,2022-01-08,2746,Night,1018
B093943,2022-08-02,1236,Night,1026
B093944,2023-10-12,3842,Afternoon,1067
B093945,2023-04-30,3048,Morning,1019
B093946,2024-08-26,692,Morning,1091
B093947,2024-05-02,4739,Afternoon,1055
B093948,2022-01-07,2944,Afternoon,1069
B093949,2022-08-03,620,Afternoon,1017
B093950,2022-09-22,3771,Morning,1078
B093951,2024-02-10,4757,Night,1061
B093952,2023-04-11,2812,Night,1033
B093953,2022-01-13,3845,Night,1004
B093954,2022-10-29,1074,Night,1061
B093955,2024-12-18,3418,Afternoon,1080
B093956,2023-11-10,4217,Morning,1028
B093957,2024-06-28,2057,Night,1029
B093958,2023-02-03,3411,Afternoon,1039
B093959,2024-09-18,1723,Morning,1019
B093960,2022-05-21,3423,Morning,1098
B093961,2023-03-09,2838,Afternoon,1036
B093962,2024-07-06,4690,Night,1023
B093963,2024-12-23,3601,Afternoon,1088
B093964,2022-12-05,3211,Morning,1021
B093965,2024-07-26,4253,Afternoon,1092
B093966,2023-11-04,2968,Morning,1059
B093967,2023-06-13,913,Night,1035
B093968,2023-05-09,3178,Afternoon,1098
B093969,2024-09-28,3415,Morning,1058
B093970,2022-11-30,3485,Morning,1022
B093971,2024-09-14,4597,Night,1081
B093972,2022-11-19,4771,Morning,1005
B093973,2023-06-09,2525,Afternoon,1076
B093974,2023-10-10,4561,Afternoon,1003
B093975,2024-08-20,1285,Morning,1051
B093976,2024-03-07,2157,Afternoon,1014
B093977,2024-02-09,2447,Morning,1070
B093978,2024-08-28,2345,Morning,1024
B093979,2022-01-04,3416,Night,1027
B093980,2023-05-24,677,Afternoon,1060
B093981,2022-11-24,1405,Afternoon,1064
B093982,2024-11-02,4449,Morning,1095
B093983,2023-12-29,824,Night,1041
B093984,2023-08-25,704,Afternoon,1097
B093985,2023-07-11,3794,Morning,1034
B093986,2024-07-08,2050,Night,1049
B093987,2024-07-09,1405,Morning,1076
B093988,2023-08-23,2728,Morning,1082
B093989,2024-10-05,4060,Morning,1093
B093990,2023-05-09,2925,Afternoon,1096
B093991,2022-08-18,1020,Morning,1094
B093992,2022-06-30,738,Afternoon,1022
B093993,2024-11-18,1537,Night,1054
B093994,2022-01-02,2027,Morning,1025
B093995,2023-03-31,2438,Night,1035
B093996,2024-06-15,2581,Night,1093
B093997,2022-12-01,1416,Afternoon,1042
B093998,2022-10-19,573,Morning,1033
B093999,2023-07-30,4942,Morning,1031
B094000,2023-10-26,2576,Afternoon,1029
B094001,2023-11-12,2241,Morning,1018
B094002,2023-05-09,558,Morning,1060
B094003,2022-03-21,4907,Afternoon,1077
B094004,2024-06-23,4154,Night,1033
B094005,2024-11-29,1650,Morning,1048
B094006,2022-07-05,4282,Afternoon,1090
B094007,2023-10-09,3819,Morning,1075
B094008,2023-09-07,1366,Morning,1083
B094009,2024-03-08,2554,Night,1022
B094010,2023-08-27,2545,Night,1069
B094011,2024-04-18,4755,Night,1093
B094012,2022-09-08,2670,Afternoon,1021
B094013,2023-02-23,1106,Night,1051
B094014,2022-07-18,4752,Morning,1046
B094015,2024-04-18,1963,Night,1090
B094016,2024-04-07,4158,Afternoon,1074
B094017,2024-02-03,1230,Afternoon,1045
B094018,2022-09-29,1539,Morning,1099
B094019,2024-05-25,3189,Night,1069
B094020,2023-12-15,4036,Night,1031
B094021,2024-02-08,1245,Afternoon,1041
B094022,2022-09-16,2893,Afternoon,1028
B094023,2024-10-06,780,Night,1008
B094024,2022-04-07,1290,Afternoon,1010
B094025,2023-09-14,1675,Night,1007
B094026,2023-11-28,1418,Morning,1017
B094027,2024-12-30,2391,Night,1004
B094028,2023-10-05,3772,Morning,1068
B094029,2023-05-28,3288,Morning,1016
B094030,2023-10-20,3441,Afternoon,1022
B094031,2023-09-14,1893,Night,1060
B094032,2024-06-06,3534,Afternoon,1070
B094033,2022-04-07,2740,Morning,1061
B094034,2022-12-02,1572,Night,1062
B094035,2024-06-29,3409,Night,1062
B094036,2022-09-05,1033,Morning,1084
B094037,2022-06-23,2918,Night,1087
B094038,2024-02-20,1663,Morning,1059
B094039,2024-07-17,4839,Night,1050
B094040,2024-06-14,3998,Night,1082
B094041,2024-08-05,828,Night,1022
B094042,2023-02-02,978,Morning,1019
B094043,2023-02-25,3394,Night,1053
B094044,2022-01-30,1606,Night,1029
B094045,2022-06-06,1113,Night,1072
B094046,2023-07-15,3602,Morning,1084
B094047,2023-01-17,621,Morning,1050
B094048,2022-10-27,4322,Morning,1068
B094049,2023-07-21,3677,Morning,1010
B094050,2023-07-05,3453,Morning,1090
B094051,2022-07-19,3405,Afternoon,1058
B094052,2022-01-30,4542,Night,1089
B094053,2023-10-31,3141,Morning,1016
B094054,2022-10-03,2513,Afternoon,1074
B094055,2023-07-25,4585,Morning,1065
B094056,2024-12-31,4197,Night,1000
B094057,2023-01-24,1080,Morning,1040
B094058,2022-11-12,2247,Afternoon,1001
B094059,2024-12-25,3241,Night,1060
B094060,2024-07-25,1246,Morning,1065
B094061,2024-01-20,2450,Afternoon,1026
B094062,2023-04-13,3960,Morning,1060
B094063,2024-05-15,1166,Morning,1064
B094064,2023-01-06,2334,Morning,1054
B094065,2023-09-23,2029,Afternoon,1071
B094066,2022-04-25,3084,Night,1081
B094067,2023-01-04,4273,Afternoon,1016
B094068,2023-08-06,2847,Night,1079
B094069,2022-02-14,1700,Night,1054
B094070,2024-10-25,2012,Night,1066
B094071,2023-10-21,2867,Morning,1085
B094072,2022-02-27,4231,Night,1099
B094073,2023-06-22,3511,Night,1022
B094074,2024-12-30,3582,Morning,1021
B094075,2022-08-30,2385,Night,1033
B094076,2024-12-19,4562,Afternoon,1073
B094077,2023-07-23,2202,Night,1022
B094078,2024-03-10,3562,Afternoon,1066
B094079,2022-11-12,2726,Night,1048
B094080,2022-09-14,3681,Morning,1028
B094081,2023-07-04,4709,Afternoon,1034
B094082,2024-07-12,2067,Night,1039
B094083,2024-04-12,1517,Afternoon,1074
B094084,2023-04-29,2699,Morning,1066
B094085,2022-06-25,589,Morning,1036
B094086,2024-01-08,2915,Afternoon,1014
B094087,2024-03-19,1016,Morning,1072
B094088,2022-03-27,3163,Morning,1092
B094089,2023-11-05,4593,Night,1048
B094090,2023-07-17,2257,Afternoon,1068
B094091,2023-03-02,1815,Afternoon,1032
B094092,2022-01-30,1015,Morning,1008
B094093,2024-04-11,4955,Afternoon,1096
B094094,2023-07-18,3754,Morning,1095
B094095,2023-09-02,3630,Morning,1017
B094096,2024-02-13,2708,Afternoon,1077
B094097,2022-10-25,2255,Morning,1030
B094098,2024-04-18,1463,Night,1046
B094099,2023-07-19,511,Afternoon,1020
B094100,2023-11-26,4419,Morning,1066
B094101,2023-09-02,894,Afternoon,1096
B094102,2022-09-06,1085,Afternoon,1044
B094103,2022-01-10,3024,Afternoon,1029
B094104,2024-08-10,527,Afternoon,1094
B094105,2022-09-06,2124,Afternoon,1049
B094106,2022-06-22,2448,Afternoon,1089
B094107,2024-01-21,4780,Night,1013
B094108,2022-02-18,1417,Afternoon,1016
B094109,2022-03-09,4220,Afternoon,1067
B094110,2024-02-20,2332,Afternoon,1062
B094111,2024-12-28,3472,Night,1083
B094112,2022-06-06,4151,Morning,1019
B094113,2022-12-01,1294,Morning,1081
B094114,2023-04-05,1666,Afternoon,1012
B094115,2023-08-17,1576,Night,1041
B094116,2024-09-01,507,Night,1068
B094117,2023-07-28,4080,Afternoon,1073
B094118,2022-09-05,1617,Night,1062
B094119,2023-02-08,3541,Morning,1079
B094120,2024-12-02,3074,Night,1001
B094121,2022-09-15,3646,Morning,1082
B094122,2022-04-28,3486,Morning,1069
B094123,2022-10-22,2796,Afternoon,1092
B094124,2023-08-12,4366,Morning,1069
B094125,2024-02-28,3974,Afternoon,1057
B094126,2022-11-26,2770,Afternoon,1006
B094127,2023-07-11,742,Afternoon,1050
B094128,2024-10-01,877,Night,1058
B094129,2023-01-03,2504,Afternoon,1089
B094130,2023-06-04,4171,Morning,1087
B094131,2022-01-28,1141,Night,1024
B094132,2024-07-08,1419,Night,1086
B094133,2023-02-06,2718,Morning,1055
B094134,2024-10-04,3336,Afternoon,1045
B094135,2022-12-02,2912,Night,1038
B094136,2022-01-07,726,Afternoon,1037
B094137,2023-02-10,4054,Afternoon,1051
B094138,2023-04-21,3032,Afternoon,1034
B094139,2023-06-12,852,Morning,1032
B094140,2022-04-25,1283,Morning,1048
B094141,2024-01-10,769,Morning,1022
B094142,2023-11-05,3497,Night,1031
B094143,2022-04-10,3810,Night,1019
B094144,2022-06-28,540,Afternoon,1010
B094145,2024-06-28,4042,Night,1034
B094146,2023-09-24,1054,Night,1098
B094147,2024-01-11,815,Night,1043
B094148,2024-12-01,987,Morning,1009
B094149,2022-03-24,1904,Afternoon,1052
B094150,2023-02-04,1176,Morning,1095
B094151,2023-02-06,4440,Morning,1076
B094152,2023-06-06,4172,Night,1058
B094153,2022-03-31,2732,Morning,1038
B094154,2024-12-06,1212,Afternoon,1055
B094155,2022-10-02,2343,Morning,1070
B094156,2022-10-06,4682,Afternoon,1097
B094157,2023-07-14,4201,Afternoon,1002
B094158,2024-01-09,565,Morning,1076
B094159,2024-01-27,4756,Morning,1080
B094160,2023-04-15,1040,Morning,1012
B094161,2023-01-21,3517,Afternoon,1021
B094162,2022-08-12,4527,Night,1058
B094163,2023-07-06,3206,Night,1076
B094164,2024-03-18,4008,Morning,1046
B094165,2022-08-23,796,Night,1055
B094166,2022-04-23,2221,Morning,1053
B094167,2022-04-01,4895,Night,1029
B094168,2024-06-28,3720,Morning,1020
B094169,2022-05-26,3326,Afternoon,1031
B094170,2024-12-07,4251,Morning,1095
B094171,2023-03-25,1050,Night,1098
B094172,2024-07-01,4820,Night,1009
B094173,2024-07-21,506,Afternoon,1083
B094174,2024-07-19,642,Morning,1025
B094175,2023-07-02,4531,Morning,1071
B094176,2023-09-08,2673,Morning,1034
B094177,2024-01-27,2688,Night,1017
B094178,2024-05-16,1697,Afternoon,1094
B094179,2023-10-07,2465,Afternoon,1048
B094180,2022-09-16,3310,Night,1082
B094181,2023-05-10,3745,Morning,1001
B094182,2022-06-10,3323,Night,1003
B094183,2022-05-29,3740,Night,1003
B094184,2023-02-17,2937,Afternoon,1010
B094185,2022-12-16,3039,Afternoon,1010
B094186,2023-10-13,1483,Morning,1014
B094187,2022-01-27,722,Night,1060
B094188,2024-09-09,1816,Afternoon,1021
B094189,2022-07-26,4619,Afternoon,1071
B094190,2022-07-06,928,Afternoon,1039
B094191,2022-06-29,1391,Morning,1070
B094192,2022-01-04,1292,Morning,1097
B094193,2024-07-08,4251,Afternoon,1069
B094194,2024-06-09,3975,Afternoon,1059
B094195,2024-02-05,2429,Night,1076
B094196,2023-05-19,4794,Morning,1098
B094197,2023-06-30,4365,Morning,1018
B094198,2023-11-25,3407,Afternoon,1064
B094199,2024-07-10,4437,Night,1022
B094200,2022-09-22,1839,Night,1057
B094201,2024-12-27,1965,Morning,1086
B094202,2024-09-20,3635,Morning,1053
B094203,2022-10-22,1428,Night,1009
B094204,2022-05-03,3901,Morning,1052
B094205,2023-08-28,1183,Afternoon,1096
B094206,2024-01-31,1728,Morning,1017
B094207,2023-07-08,1265,Morning,1055
B094208,2022-09-18,4952,Morning,1097
B094209,2024-04-16,1905,Night,1062
B094210,2023-03-19,3840,Morning,1034
B094211,2023-11-03,3475,Afternoon,1075
B094212,2022-02-24,1628,Night,1068
B094213,2022-05-27,1046,Afternoon,1015
B094214,2022-05-08,4235,Morning,1075
B094215,2023-04-30,4685,Afternoon,1068
B094216,2024-01-14,2673,Morning,1099
B094217,2023-05-08,610,Afternoon,1072
B094218,2022-08-24,1990,Afternoon,1089
B094219,2024-12-03,2623,Afternoon,1051
B094220,2024-03-23,2635,Night,1087
B094221,2024-08-23,2850,Night,1023
B094222,2024-01-24,2093,Night,1081
B094223,2023-06-22,1019,Afternoon,1048
B094224,2024-05-21,1541,Afternoon,1058
