Machine_ID,Log_Date,Downtime_Minutes,Efficiency_%,Maintenance_Required
8,2024-06-08,86,76.26,No
16,2024-08-03,91,77.6,No
44,2024-12-18,114,78.69,No
18,2022-10-22,101,98.53,No
31,2023-07-16,66,83.2,No
37,2023-08-25,60,75.3,No
39,2024-03-31,47,89.75,No
13,2022-10-05,38,95.84,No
48,2022-08-26,44,75.93,No
36,2023-01-19,87,89.28,No
39,2023-07-24,0,85.19,No
11,2024-02-25,9,83.85,Yes
31,2022-11-25,45,86.94,No
34,2022-08-04,105,77.81,No
11,2024-07-09,113,96.74,No
33,2022-08-31,71,90.33,No
21,2024-01-01,63,94.08,No
24,2023-02-17,114,90.32,No
11,2023-01-11,5,88.0,No
8,2022-09-01,3,82.52,No
29,2022-09-05,8,89.11,No
48,2024-09-13,117,86.22,No
18,2024-02-08,65,90.18,No
8,2024-02-12,39,97.16,No
12,2023-04-12,101,79.52,No
11,2024-08-01,22,78.13,No
3,2022-01-26,12,97.75,No
17,2022-10-10,3,92.58,No
31,2023-08-24,93,78.77,No
23,2023-09-23,9,85.2,No
15,2022-12-22,44,97.19,No
5,2022-05-16,47,82.34,No
35,2023-11-11,114,85.24,No
40,2022-10-21,7,81.71,No
42,2022-04-04,22,75.69,No
2,2022-07-10,36,94.35,No
40,2024-06-10,21,91.06,No
43,2024-05-30,5,92.75,No
30,2024-10-18,13,90.86,No
45,2023-02-24,49,94.42,No
22,2024-08-17,44,76.98,No
30,2024-07-26,94,81.06,Yes
44,2023-11-08,33,85.28,No
7,2022-10-14,110,81.32,Yes
20,2023-10-08,20,78.97,Yes
27,2024-06-01,90,98.68,Yes
40,2023-09-26,6,85.11,No
2,2024-09-22,6,91.62,No
40,2023-06-02,45,94.07,No
15,2024-02-10,113,76.39,No
3,2023-08-26,16,78.96,No
30,2024-02-06,21,95.72,No
10,2023-03-18,99,77.3,No
18,2022-06-12,27,76.25,No
46,2022-02-07,9,94.64,No
8,2024-10-14,21,79.72,No
25,2023-05-24,66,96.27,No
14,2024-04-06,105,77.69,No
28,2023-01-10,38,93.31,No
28,2023-10-18,116,97.33,No
49,2024-11-12,29,88.27,No
27,2022-11-09,75,81.58,No
17,2022-03-22,5,93.61,No
44,2022-01-07,117,97.35,No
33,2024-10-29,1,86.35,No
6,2022-04-24,88,93.34,No
47,2023-03-21,73,79.31,No
14,2022-08-20,94,77.08,No
22,2022-10-11,104,87.91,No
8,2024-05-03,58,76.46,No
9,2023-10-10,63,91.3,No
22,2022-06-07,79,81.12,No
14,2024-02-11,110,92.16,Yes
3,2022-07-16,18,94.74,Yes
35,2024-04-05,48,89.33,Yes
35,2022-01-31,9,94.73,No
13,2022-10-08,3,85.13,No
43,2024-01-28,49,78.41,Yes
22,2024-12-30,10,87.8,Yes
46,2024-05-22,90,83.38,No
42,2024-06-11,118,81.75,No
19,2022-09-15,90,86.26,No
20,2023-12-09,77,77.03,No
13,2024-08-12,5,75.69,Yes
34,2022-04-10,93,96.34,No
20,2024-09-21,16,88.06,Yes
47,2022-05-04,37,98.91,Yes
47,2024-03-23,50,77.91,No
7,2022-02-04,108,81.6,No
42,2022-11-13,110,84.34,No
39,2023-01-28,35,84.02,No
7,2022-05-02,95,92.57,No
19,2023-09-21,103,96.73,No
36,2023-03-24,75,97.64,No
14,2022-02-17,73,90.14,No
17,2024-07-22,21,84.0,No
14,2022-06-25,84,95.64,No
33,2023-08-15,16,82.83,No
41,2022-12-22,76,90.41,No
11,2023-10-16,14,87.25,No
19,2022-02-06,43,93.68,No
9,2023-09-16,68,95.64,No
43,2023-02-11,93,81.35,No
41,2023-08-13,87,75.36,No
27,2024-09-13,58,86.13,No
32,2023-01-11,69,87.66,No
15,2024-05-01,76,86.64,Yes
23,2024-02-05,85,84.77,No
3,2023-09-01,60,98.57,No
30,2023-09-23,89,93.24,No
35,2023-01-28,116,75.51,No
30,2024-06-07,52,92.54,No
36,2023-04-30,35,88.94,No
15,2023-05-28,54,97.18,No
6,2024-09-17,27,89.54,No
48,2022-03-02,39,81.77,No
30,2022-01-05,16,78.33,No
22,2023-11-01,105,80.8,No
3,2024-01-22,103,94.59,No
9,2022-01-14,114,84.03,No
48,2024-07-18,35,85.43,No
25,2023-04-29,75,91.1,No
42,2022-02-08,66,97.91,No
6,2023-08-07,6,81.86,No
5,2023-07-25,79,75.81,No
30,2022-09-15,22,88.94,No
47,2022-06-03,25,90.41,No
12,2022-06-07,83,96.73,Yes
9,2024-04-01,3,88.28,No
26,2022-04-19,62,78.18,No
18,2022-09-30,31,86.12,No
47,2024-02-23,58,83.56,No
49,2022-07-24,107,93.89,No
15,2022-05-26,51,95.88,No
22,2022-02-23,30,81.87,No
21,2023-08-29,22,79.71,No
16,2024-10-01,71,91.62,No
5,2023-01-15,7,95.76,No
49,2022-10-04,37,86.48,No
25,2023-01-12,14,77.14,No
21,2022-11-03,73,78.16,No
28,2022-10-24,36,75.51,No
20,2022-01-09,109,93.3,No
15,2023-08-18,7,91.83,No
42,2022-09-05,85,96.41,No
23,2023-09-23,86,83.81,Yes
29,2024-02-10,88,98.37,No
2,2023-08-07,56,84.22,No
48,2022-05-09,58,82.29,No
5,2023-11-05,119,97.16,Yes
46,2023-10-31,104,85.86,No
38,2024-10-23,44,88.05,No
40,2023-08-05,87,96.61,No
15,2024-02-24,28,94.67,No
25,2022-08-06,10,75.48,No
29,2024-11-30,84,84.01,No
10,2023-09-13,66,79.92,No
11,2022-09-13,10,80.2,No
34,2022-04-15,82,91.85,No
22,2022-10-07,53,98.8,No
31,2023-07-25,87,76.2,No
15,2024-03-09,119,75.4,No
5,2023-12-15,87,84.36,No
6,2023-09-12,34,89.4,No
37,2023-03-16,25,93.69,No
40,2023-03-19,97,76.86,No
47,2024-03-03,103,91.32,No
13,2023-11-26,38,83.48,No
22,2023-01-15,9,80.52,No
47,2023-11-05,21,89.69,No
9,2023-01-22,15,98.95,No
45,2024-02-09,96,83.12,No
7,2022-03-05,73,94.92,No
37,2024-10-22,60,90.98,No
9,2022-05-27,98,97.07,No
9,2023-11-01,81,89.16,No
13,2022-02-13,103,93.15,No
6,2023-05-15,27,93.15,No
15,2024-12-08,67,95.53,No
16,2023-09-08,110,76.14,No
29,2022-11-21,73,75.12,No
26,2022-07-20,117,84.51,No
26,2022-05-27,82,95.66,No
33,2024-06-06,66,81.59,No
21,2023-02-18,77,76.39,No
23,2023-04-30,67,79.43,No
14,2024-03-02,83,82.97,No
44,2024-02-06,61,85.22,No
32,2022-12-22,75,96.73,No
49,2023-04-30,14,76.46,No
19,2024-06-02,95,96.47,No
48,2024-10-16,69,90.81,No
39,2024-12-15,115,88.12,No
45,2023-06-09,16,77.43,No
42,2022-11-07,27,94.37,No
49,2022-07-18,48,82.86,No
26,2022-11-25,92,88.49,No
19,2022-01-31,44,87.65,No
39,2023-10-14,81,88.74,No
27,2022-10-19,37,81.84,No
35,2022-06-22,24,96.74,No
30,2022-12-19,62,90.47,No
17,2023-05-15,52,80.93,No
41,2024-02-08,48,97.59,No
48,2023-05-06,95,91.81,No
47,2024-03-20,90,86.06,No
36,2022-05-31,24,77.9,No
4,2024-11-24,46,89.26,No
40,2023-07-07,25,97.77,No
19,2022-09-14,78,77.68,No
43,2024-06-20,27,77.86,No
13,2022-12-14,38,93.17,No
17,2022-11-28,31,85.94,No
45,2023-01-05,64,86.74,No
46,2024-09-25,43,88.75,No
21,2022-12-19,18,86.8,No
10,2023-10-01,88,90.32,No
45,2023-01-16,118,91.48,No
9,2022-02-01,56,82.31,No
10,2023-12-22,26,75.43,No
43,2022-03-19,117,91.22,Yes
16,2024-06-26,78,83.98,Yes
21,2024-08-06,61,75.26,No
11,2023-10-25,28,76.95,No
14,2022-05-04,20,90.84,No
33,2024-08-07,26,82.41,No
27,2022-08-20,104,94.14,No
30,2022-12-22,114,87.57,No
39,2022-01-20,77,76.86,No
27,2022-05-29,51,88.68,Yes
41,2024-01-01,75,85.82,No
43,2023-08-17,92,89.51,No
4,2023-08-29,26,82.3,No
42,2022-06-11,55,80.99,No
9,2023-11-02,107,92.2,No
35,2024-08-29,41,77.9,No
23,2023-10-07,29,88.14,No
33,2022-08-24,6,84.62,No
26,2024-11-17,38,76.26,No
29,2022-03-14,80,78.31,No
27,2022-08-24,44,75.91,No
32,2022-06-06,92,77.62,No
32,2024-10-02,51,93.55,Yes
33,2023-10-18,49,82.94,No
20,2024-11-29,90,89.39,No
34,2024-03-29,84,82.27,No
26,2024-08-03,95,84.3,No
33,2022-03-16,17,81.85,No
1,2022-01-27,95,87.43,No
31,2023-03-11,100,92.89,No
35,2024-02-11,30,79.27,No
30,2023-11-28,24,94.7,No
36,2023-06-09,1,86.66,No
24,2022-11-05,30,80.42,No
49,2024-05-30,46,77.1,No
14,2024-02-08,43,83.49,No
4,2023-11-15,14,86.11,No
18,2022-01-30,82,82.92,Yes
9,2023-12-10,50,83.05,No
1,2024-09-24,108,76.49,No
49,2024-08-01,53,90.7,No
3,2024-05-18,91,80.32,No
12,2022-04-28,102,80.55,No
11,2023-12-16,7,83.09,No
10,2022-01-28,61,96.25,No
45,2022-03-10,119,75.95,No
23,2023-12-20,4,85.11,No
18,2023-05-24,111,77.69,No
32,2024-05-16,19,79.12,No
30,2023-10-21,14,78.87,No
26,2022-09-12,98,80.8,No
36,2023-09-22,12,97.03,No
46,2023-05-09,60,84.77,No
2,2022-05-05,112,97.95,No
49,2023-10-16,115,85.63,No
45,2024-07-17,95,96.9,No
30,2024-11-29,35,92.99,No
11,2022-08-19,3,83.67,No
32,2023-04-25,96,80.25,No
3,2023-06-20,64,98.57,No
29,2022-04-06,111,76.21,No
4,2022-10-25,76,77.21,No
35,2022-04-11,62,84.19,No
43,2024-05-10,57,89.74,No
20,2023-12-11,28,81.36,Yes
27,2023-03-24,36,96.68,No
44,2024-10-19,44,91.0,No
6,2024-07-26,96,94.44,No
22,2024-05-06,77,77.09,No
5,2022-09-14,75,82.53,No
29,2022-10-05,1,86.12,No
38,2024-08-19,54,80.32,No
46,2022-05-28,57,86.73,No
31,2023-07-14,116,92.25,No
6,2023-05-27,89,92.63,No
13,2022-01-09,106,91.4,No
19,2024-09-06,33,82.31,No
44,2023-12-24,48,98.26,No
47,2023-09-15,23,81.19,Yes
28,2024-05-03,98,84.2,No
6,2022-02-06,13,98.66,No
31,2022-02-20,114,95.92,No
39,2024-07-14,58,92.26,No
42,2023-10-14,26,82.2,Yes
31,2024-09-18,105,78.79,No
25,2022-12-14,17,97.3,No
18,2024-04-12,0,86.48,Yes
39,2024-07-06,68,93.22,Yes
11,2023-08-23,87,82.59,No
20,2023-10-15,61,96.34,No
5,2022-09-23,44,79.13,No
20,2023-05-04,41,85.82,Yes
33,2023-12-17,17,90.67,No
38,2022-06-26,52,87.59,No
14,2023-05-27,27,77.04,No
36,2022-09-04,11,89.0,No
5,2022-10-11,48,98.63,No
21,2022-01-04,110,77.41,Yes
13,2023-06-15,91,75.54,No
23,2023-07-17,23,84.13,No
36,2022-07-12,112,91.85,No
5,2022-04-23,103,89.03,No
43,2022-08-24,106,82.49,No
14,2022-05-31,79,98.68,No
11,2024-04-26,98,95.15,No
47,2023-06-29,80,81.36,No
23,2022-11-20,33,92.69,Yes
49,2024-07-22,70,97.17,No
8,2022-03-18,114,88.14,No
27,2022-03-24,16,82.51,No
10,2022-05-14,62,76.11,No
24,2022-07-16,40,80.26,No
29,2022-02-07,18,84.07,No
7,2024-10-31,68,88.08,No
43,2022-12-09,19,97.18,No
22,2022-06-16,83,85.27,No
5,2023-11-13,101,97.51,No
2,2023-04-21,25,85.52,No
40,2023-11-06,69,90.67,No
3,2023-02-25,114,85.51,No
44,2024-07-22,108,82.39,No
23,2022-04-14,16,78.47,No
3,2024-11-06,2,81.73,No
43,2024-11-05,74,84.67,No
5,2023-02-16,40,76.4,No
49,2024-04-08,52,90.4,No
49,2023-12-06,91,87.51,No
29,2022-01-20,31,89.7,No
2,2022-08-29,75,93.8,No
21,2024-08-04,78,83.33,No
44,2024-01-17,38,78.37,No
2,2024-11-06,2,91.18,No
30,2024-01-02,49,90.86,No
22,2022-07-05,99,96.85,No
34,2023-12-15,72,90.39,No
24,2023-07-10,104,77.39,Yes
23,2024-03-02,106,91.4,No
29,2024-08-18,115,81.27,No
23,2024-03-12,20,95.34,No
37,2022-07-05,33,94.34,No
36,2022-03-22,80,97.1,No
16,2023-08-25,52,83.54,No
33,2022-09-07,11,77.72,No
30,2023-07-18,41,98.2,No
32,2023-01-09,105,84.62,No
19,2022-10-24,79,79.13,No
41,2024-09-25,58,87.76,No
41,2022-10-12,99,89.43,No
17,2023-09-21,103,89.9,No
7,2024-03-26,61,86.55,No
21,2024-07-17,47,86.65,No
30,2023-01-13,68,89.25,No
6,2024-03-18,38,98.95,No
18,2024-08-30,103,95.79,No
42,2022-05-09,12,77.44,Yes
15,2024-07-12,48,92.16,No
1,2023-01-23,4,84.42,No
17,2024-12-03,43,78.13,No
18,2023-03-22,115,92.83,No
19,2022-04-25,71,83.5,No
10,2023-06-23,28,81.59,No
34,2022-12-15,6,75.48,No
29,2023-04-02,30,96.57,No
24,2022-04-15,40,98.68,No
21,2022-03-04,36,95.32,No
25,2023-12-27,113,79.28,No
7,2023-01-25,67,93.17,No
28,2022-03-18,32,80.35,No
15,2022-05-13,11,91.18,No
45,2024-12-19,57,81.2,No
12,2022-10-04,116,87.83,No
24,2022-12-14,116,77.14,No
37,2023-11-18,108,92.08,No
29,2023-01-23,70,77.66,No
46,2022-07-30,28,83.97,No
3,2022-11-17,60,85.51,No
43,2023-12-14,57,83.75,Yes
22,2024-12-25,59,81.87,No
44,2022-09-14,42,89.55,No
14,2024-03-25,21,87.32,Yes
14,2024-08-25,59,80.1,No
35,2022-07-28,42,97.76,No
11,2023-01-26,34,76.64,No
1,2024-04-05,38,83.81,No
16,2023-03-25,48,84.67,No
49,2024-10-29,97,84.36,No
29,2022-05-30,99,76.34,No
21,2023-03-03,31,76.9,No
25,2022-09-07,11,92.48,No
30,2022-04-04,53,83.47,No
18,2023-02-23,82,86.19,No
28,2023-07-27,14,78.75,No
5,2022-07-11,42,86.56,No
6,2024-11-29,57,90.52,No
24,2023-05-07,42,78.18,No
7,2023-10-17,94,77.08,No
32,2022-09-09,82,95.22,No
17,2022-07-06,69,95.03,No
39,2022-10-17,111,94.16,No
35,2024-02-19,54,85.82,No
22,2022-11-08,0,81.97,No
32,2024-09-20,58,90.49,No
27,2024-12-21,65,77.08,No
43,2024-06-06,31,86.43,No
26,2022-11-07,41,89.13,No
34,2022-06-27,108,96.13,No
37,2022-10-26,99,98.7,No
12,2023-05-23,60,92.43,No
5,2024-12-18,109,85.72,Yes
48,2023-02-11,54,78.93,No
37,2022-07-20,4,84.21,No
3,2023-12-22,105,80.9,Yes
28,2023-04-24,53,80.35,Yes
49,2022-08-08,14,75.02,No
47,2023-03-15,18,95.16,No
46,2023-09-10,85,90.45,No
22,2022-05-10,10,87.48,No
25,2023-07-22,114,82.25,No
19,2024-02-06,4,82.74,Yes
28,2023-03-04,102,95.77,No
30,2023-08-25,29,84.61,No
4,2024-08-20,8,94.5,No
41,2023-12-13,23,91.52,No
3,2024-07-28,33,92.22,Yes
10,2023-02-07,10,82.84,No
43,2023-01-24,38,93.55,No
33,2022-08-19,99,79.98,No
24,2024-05-05,64,88.91,No
10,2022-08-12,92,83.72,No
45,2024-06-25,27,94.62,No
14,2022-05-06,44,85.04,No
8,2024-08-25,30,75.75,No
16,2022-06-19,51,89.78,No
32,2022-06-17,101,98.71,No
13,2022-02-26,24,89.99,No
41,2024-04-25,45,82.34,No
38,2024-02-20,54,89.64,No
27,2022-08-20,40,81.17,Yes
22,2023-01-13,40,87.85,Yes
22,2024-05-16,57,94.55,Yes
27,2023-09-02,89,75.25,No
43,2023-08-20,58,77.69,No
48,2024-04-13,61,92.29,No
12,2023-10-18,71,77.65,No
45,2022-07-01,49,84.48,No
41,2023-02-26,93,87.21,No
8,2024-04-29,95,98.83,No
45,2023-09-24,76,84.08,No
36,2022-07-02,37,98.86,No
8,2023-07-17,26,90.36,No
19,2024-09-20,81,84.96,No
30,2024-09-13,32,75.07,No
9,2023-05-14,110,86.76,No
27,2024-06-08,72,95.59,No
44,2022-12-30,90,81.35,No
9,2024-02-01,54,97.5,No
6,2023-08-08,44,88.28,No
43,2024-03-22,116,84.89,No
6,2022-01-31,84,85.27,No
8,2023-01-21,53,75.39,No
47,2024-05-30,54,80.77,No
12,2023-04-22,26,85.02,No
1,2023-09-08,105,84.28,No
41,2024-08-05,97,90.78,No
40,2022-09-05,113,80.02,No
3,2024-11-20,51,83.65,No
16,2023-01-29,18,81.16,No
31,2023-12-12,16,98.04,No
34,2023-12-01,94,91.16,No
17,2024-07-25,91,97.89,No
25,2024-03-25,88,98.55,No
41,2022-09-12,70,98.14,No
7,2023-11-26,74,77.52,No
45,2022-07-28,83,87.2,No
21,2023-08-11,87,86.45,No
35,2022-09-07,35,75.13,No
34,2023-06-03,70,80.05,No
17,2022-05-10,107,97.39,No
29,2022-01-16,51,81.12,No
20,2022-03-31,13,82.67,No
3,2024-07-16,91,77.31,No
24,2024-10-26,68,87.93,No
49,2024-08-23,72,80.34,No
20,2024-07-24,86,96.69,No
16,2022-01-12,116,88.19,No
17,2023-02-15,71,88.49,No
30,2023-09-21,34,80.78,No
27,2022-06-05,75,86.64,No
49,2024-08-10,10,80.93,No
19,2022-05-21,29,86.94,No
1,2024-03-06,2,88.15,No
24,2022-06-11,75,95.08,No
6,2024-04-26,117,80.0,No
4,2022-09-07,117,79.94,No
48,2023-05-24,69,76.33,No
43,2022-11-30,118,98.93,No
30,2022-02-08,48,85.82,No
30,2023-06-01,77,98.2,Yes
32,2022-04-19,74,87.89,No
13,2024-06-09,13,80.07,No
28,2022-12-22,13,92.35,No
45,2023-11-03,62,83.52,No
6,2022-06-17,85,97.53,No
13,2022-11-07,72,92.04,No
4,2024-11-01,85,92.43,No
30,2022-05-27,1,85.21,Yes
22,2023-11-21,18,98.42,No
38,2024-10-31,77,80.13,No
25,2023-08-19,91,87.8,No
2,2024-11-18,31,82.66,No
10,2024-05-12,107,81.4,No
49,2022-08-14,98,94.1,No
49,2023-06-22,5,77.05,No
12,2022-08-03,1,94.22,No
3,2022-09-20,86,77.18,No
5,2024-12-06,62,85.17,No
11,2024-10-16,28,83.72,No
6,2022-06-13,42,95.65,No
16,2022-03-11,99,79.24,No
5,2022-01-29,80,75.05,No
13,2024-04-03,110,93.5,No
37,2023-03-26,90,87.75,No
28,2024-12-27,72,93.16,No
39,2023-03-18,2,87.27,No
23,2024-01-11,0,80.02,No
13,2023-05-23,39,79.07,No
35,2023-09-30,76,81.29,Yes
44,2022-07-03,104,92.65,No
17,2022-06-26,93,85.83,No
19,2024-11-27,70,84.74,No
46,2022-10-08,3,75.05,No
3,2022-11-01,115,89.59,No
22,2023-01-18,80,92.73,No
3,2022-10-14,24,96.16,No
5,2022-08-09,89,82.13,No
45,2022-05-27,72,76.88,No
26,2023-09-04,102,84.68,No
13,2023-07-07,30,95.75,No
37,2023-06-29,0,98.09,No
16,2023-02-11,104,76.15,No
19,2023-01-21,47,93.39,No
28,2024-01-04,116,97.08,No
17,2022-06-05,32,95.78,No
25,2023-10-12,101,79.29,No
21,2024-02-08,60,79.48,No
21,2022-05-07,84,92.54,No
5,2023-10-25,67,75.76,No
15,2023-01-20,16,76.51,No
18,2023-08-12,7,86.17,No
33,2022-09-03,9,92.93,No
47,2023-08-24,22,85.92,Yes
24,2022-12-25,73,97.48,No
26,2022-01-26,40,89.6,No
39,2024-12-10,55,84.13,No
25,2024-09-17,79,75.54,No
39,2023-05-15,52,93.8,No
14,2023-10-28,45,98.07,No
24,2024-07-21,33,84.44,No
40,2024-07-19,7,86.61,No
43,2024-02-25,1,85.36,No
45,2024-05-23,71,98.74,No
19,2022-06-09,89,85.92,No
3,2023-03-23,92,95.64,No
21,2022-01-29,70,87.48,No
29,2024-05-04,98,91.39,No
27,2023-08-26,99,96.9,No
18,2022-09-26,89,87.11,No
21,2023-06-23,76,92.29,No
33,2023-03-22,93,75.68,No
1,2023-12-01,73,81.63,No
3,2022-11-06,65,86.18,No
35,2024-03-02,42,96.77,No
25,2022-02-19,27,83.16,No
41,2022-01-23,72,90.03,No
28,2023-10-21,82,87.88,No
27,2023-11-10,112,83.68,No
22,2024-03-06,96,80.93,No
1,2024-12-26,70,82.9,No
43,2022-12-04,78,77.09,No
16,2023-04-11,66,91.42,No
28,2023-06-28,5,79.29,Yes
42,2023-12-25,83,84.51,No
19,2024-08-04,100,98.27,No
23,2024-05-24,30,87.73,No
9,2023-02-25,79,95.68,No
19,2024-08-29,36,89.12,No
2,2024-05-21,39,78.82,No
48,2024-06-22,107,75.59,Yes
47,2023-01-01,31,81.97,No
42,2022-08-30,102,96.35,No
43,2022-06-17,53,76.38,No
28,2023-08-14,44,86.63,Yes
7,2024-04-06,63,89.98,No
44,2022-07-29,1,97.79,No
35,2022-11-06,72,98.15,No
32,2023-05-21,34,92.44,Yes
13,2023-05-23,90,77.45,No
37,2023-10-19,48,83.93,No
31,2022-03-25,61,93.37,No
7,2024-06-22,25,93.58,No
4,2022-02-14,59,89.18,No
3,2023-10-04,45,96.7,No
25,2022-02-12,118,80.2,No
43,2022-07-09,55,98.84,No
27,2023-02-01,68,81.78,No
49,2024-08-31,77,90.11,No
31,2024-10-08,39,85.88,No
43,2024-01-23,113,77.44,No
45,2023-04-06,117,87.62,Yes
13,2024-05-18,93,80.1,No
23,2022-02-28,101,90.09,No
29,2024-12-10,49,75.15,No
17,2023-12-20,79,96.88,No
33,2024-02-26,96,98.6,No
15,2024-12-09,106,89.64,No
31,2023-07-18,33,90.39,No
14,2024-02-04,117,75.08,No
25,2022-12-30,60,92.78,No
16,2024-10-09,106,92.48,No
43,2022-03-01,78,94.84,No
12,2024-04-28,92,84.45,No
42,2024-12-26,59,78.9,No
38,2023-04-05,7,77.48,No
22,2024-10-20,21,78.56,No
41,2024-10-23,54,94.38,No
34,2023-11-08,75,93.85,Yes
13,2022-02-24,22,93.84,No
16,2022-08-06,27,85.0,No
34,2023-11-29,9,80.24,No
8,2024-11-16,75,80.02,No
40,2024-10-12,40,76.67,No
17,2024-12-20,7,84.75,No
32,2024-03-30,49,89.43,Yes
6,2024-04-07,35,90.73,No
1,2023-05-01,44,86.88,No
25,2023-02-01,119,86.11,No
19,2022-04-22,85,85.85,Yes
29,2022-05-13,62,86.21,No
19,2022-02-03,71,91.06,No
19,2022-08-20,20,85.69,No
14,2022-05-04,60,93.84,No
45,2023-12-22,102,90.4,No
26,2024-12-01,1,79.06,Yes
22,2022-11-25,115,96.21,No
12,2024-08-23,76,91.14,No
22,2022-09-23,36,97.0,No
31,2023-11-18,9,98.94,No
33,2024-02-14,57,91.84,No
26,2024-10-26,112,84.9,No
35,2024-03-13,72,90.23,Yes
11,2022-08-31,96,76.63,No
32,2024-08-09,100,78.55,No
47,2023-01-08,93,98.61,No
38,2024-11-27,62,77.41,No
16,2023-03-15,108,97.35,No
29,2023-07-27,34,87.34,No
31,2024-02-02,89,86.26,No
32,2023-09-16,80,86.09,No
30,2023-03-21,81,78.06,Yes
45,2022-01-27,108,92.78,No
3,2022-07-17,4,89.51,No
3,2023-05-23,29,90.54,No
19,2022-01-14,10,75.38,No
30,2023-04-09,17,90.03,No
33,2023-07-24,11,76.55,Yes
18,2022-04-26,74,84.07,No
27,2024-07-20,37,75.89,No
11,2022-09-27,44,89.69,No
13,2024-04-20,8,76.74,Yes
19,2022-01-26,52,94.32,Yes
49,2022-10-31,12,95.51,No
35,2023-05-24,91,98.85,Yes
41,2023-11-13,97,78.45,No
42,2023-07-04,15,79.66,No
39,2024-01-15,73,80.61,No
5,2024-06-17,29,89.8,No
39,2024-11-21,59,93.24,No
13,2022-09-26,69,83.05,No
27,2024-05-19,5,82.1,No
49,2023-10-31,44,90.1,No
9,2023-05-13,32,82.47,No
24,2023-01-17,80,88.42,No
42,2023-08-24,93,81.57,Yes
25,2023-07-25,91,85.22,No
8,2024-01-11,64,85.98,No
44,2023-11-24,62,91.2,No
4,2024-01-12,104,86.72,No
26,2022-03-02,30,76.46,No
9,2023-04-26,93,80.44,No
37,2022-05-15,104,87.61,No
40,2024-07-02,113,97.7,No
5,2022-07-25,86,95.47,No
6,2023-09-03,113,77.06,No
6,2024-12-08,78,75.91,No
5,2023-11-02,107,84.51,No
22,2022-11-24,33,97.61,No
3,2024-08-30,59,96.27,No
10,2022-06-29,44,89.13,No
28,2024-10-14,64,95.96,No
40,2022-02-16,91,93.61,No
46,2023-04-29,40,85.07,No
25,2024-05-27,26,77.07,No
19,2023-08-22,82,94.11,No
1,2022-01-09,110,78.01,No
17,2022-09-03,116,80.77,No
49,2022-05-17,99,87.76,No
33,2022-09-05,42,75.86,No
25,2023-03-18,96,78.41,No
19,2022-06-12,103,88.0,No
22,2024-01-03,3,95.06,No
20,2022-08-02,8,85.92,No
8,2022-03-13,52,93.49,No
7,2022-11-13,95,96.78,No
30,2022-08-12,7,88.01,No
28,2022-11-24,5,90.26,No
8,2023-05-14,25,88.32,Yes
8,2023-05-26,58,94.44,No
17,2024-12-13,92,86.04,No
8,2024-12-22,97,75.92,No
3,2022-01-28,94,89.78,No
16,2022-09-24,102,90.57,No
18,2022-07-20,25,87.68,No
34,2024-09-22,91,75.37,No
39,2024-04-15,102,90.66,No
17,2022-03-20,22,89.12,No
10,2022-11-03,31,78.28,No
46,2024-03-05,23,94.01,No
19,2023-03-28,38,96.64,No
2,2024-05-01,0,83.2,No
47,2024-06-21,11,90.98,No
45,2023-08-05,65,77.53,No
20,2022-01-03,43,83.24,No
38,2023-01-01,116,93.73,No
6,2024-09-01,66,89.78,Yes
16,2023-05-19,13,77.13,No
43,2024-04-06,7,96.46,No
47,2023-09-20,69,82.54,Yes
11,2023-04-14,7,80.0,No
14,2022-01-23,9,82.46,No
11,2023-08-06,0,79.25,No
39,2024-11-19,64,91.64,No
38,2023-02-01,116,84.45,No
28,2024-12-30,107,75.14,No
33,2024-04-15,34,90.21,No
18,2023-01-02,29,96.64,No
21,2023-11-08,11,81.3,No
44,2023-02-14,91,91.26,No
16,2023-10-18,52,78.84,No
24,2024-02-19,6,91.76,No
5,2023-12-08,66,92.98,No
10,2022-11-17,50,84.46,No
3,2022-12-22,68,96.53,No
39,2022-04-12,4,89.3,No
9,2024-12-30,83,84.53,No
25,2023-01-27,88,78.71,No
27,2023-02-05,100,81.26,No
27,2023-04-14,101,77.07,No
39,2023-03-29,102,94.22,Yes
5,2022-05-01,69,83.53,No
40,2023-07-05,39,84.53,No
40,2022-10-29,34,78.88,No
45,2023-06-30,19,81.34,No
4,2022-11-25,2,90.22,No
20,2023-02-15,6,88.62,No
19,2023-07-04,75,79.76,No
27,2023-08-30,66,90.92,No
40,2023-02-16,57,96.27,No
14,2024-01-22,93,76.21,No
45,2023-01-19,27,75.3,No
10,2023-03-26,7,95.29,No
21,2024-10-24,90,84.85,No
4,2023-02-25,84,76.22,No
20,2024-04-04,29,91.27,No
5,2023-11-18,74,95.02,No
43,2023-01-03,2,77.07,No
4,2023-08-21,96,94.79,No
20,2023-12-18,116,80.42,No
9,2022-03-08,83,98.06,No
24,2023-08-23,21,76.21,No
48,2023-07-25,71,78.86,No
29,2022-11-14,116,79.01,No
16,2024-01-12,66,89.44,No
12,2022-12-21,34,97.42,No
5,2022-05-23,52,98.28,No
22,2024-08-03,77,82.09,No
9,2023-04-27,116,77.45,No
41,2023-06-16,10,93.66,No
47,2023-11-02,76,96.25,No
11,2024-09-29,50,85.3,No
18,2022-05-04,14,94.57,Yes
17,2023-04-15,71,97.51,No
14,2023-12-18,79,76.91,No
48,2024-03-03,12,82.9,No
